s,k,time
1811601,0,80.181801
1811701,0,81.090897
1811801,1,1750.725830
1811901,0,77.454536
1812001,0,81.090889
1812101,0,81.090889
1812201,0,77.818169
1812301,0,78.909073
1812401,0,71.454536
1812501,0,78.909088
1812601,0,76.454536
1812701,0,80.363617
1812801,0,80.727264
1812901,0,74.181801
1813001,0,75.909088
1813101,0,79.272713
1813201,0,72.999992
1813301,0,72.363632
1813401,0,78.545441
1813501,0,77.818161
1813601,0,80.545441
1813701,0,71.636353
1813801,0,74.909088
1813901,0,82.545441
1814001,0,90.545433
1814101,0,79.999985
1814201,0,72.272720
1814301,0,78.545441
1814401,0,73.454536
1814501,0,77.454529
1814601,0,77.909073
1814701,0,74.181808
1814801,0,92.363617
1814901,0,70.545441
1815001,0,75.636353
1815101,0,78.909088
1815201,0,80.636345
1815301,0,75.999992
1815401,0,57.363644
1815501,0,72.363625
1815601,0,76.818184
1815701,0,76.727264
1815801,0,104.181786
1815901,0,78.545433
1816001,0,71.363632
1816101,0,74.181816
1816201,0,85.999985
1816301,0,73.818169
1816401,0,72.545448
1816501,0,85.454544
1816601,0,84.818169
1816701,0,89.818169
1816801,0,69.636360
1816901,0,79.636345
1817001,0,71.999992
1817101,0,79.272713
1817201,1,911.908386
1817301,0,79.272728
1817401,0,70.999992
1817501,0,72.363632
1817601,0,83.272697
1817701,0,79.272713
1817801,0,72.636360
1817901,0,77.454536
1818001,0,71.909081
1818101,0,72.727264
1818201,0,68.000000
1818301,0,73.818169
1818401,0,77.363625
1818501,0,78.181808
1818601,0,75.272713
1818701,0,75.272713
1818801,0,76.727264
1818901,0,66.909088
1819001,0,80.818169
1819101,0,78.181801
1819201,0,78.818176
1819301,0,70.545448
1819401,0,74.181808
1819501,0,65.090904
1819601,0,75.363625
1819701,0,85.454536
1819801,0,75.636353
1819901,0,77.818169
1820001,0,74.909081
1820101,0,71.636353
1820201,0,100.999954
1820301,0,75.999992
1820401,0,75.727264
1820501,0,70.545448
1820601,0,78.090897
1820701,0,78.181801
1820801,0,77.272713
1820901,0,77.818169
1821001,0,88.363625
1821101,0,73.818169
1821201,0,83.727257
1821301,0,94.545418
1821401,0,74.454536
1821501,0,78.909081
1821601,0,84.454529
1821701,0,75.272713
1821801,0,105.636330
1821901,0,74.909081
1822001,0,76.181808
1822101,0,71.636353
1822201,0,71.999992
1822301,0,75.999992
1822401,0,72.454536
1822501,0,72.363625
1822601,0,85.727249
1822701,0,101.818161
1822801,0,86.454521
1822901,0,79.272713
1823001,0,75.909088
1823101,0,72.727264
1823201,0,83.727257
1823301,0,79.636353
1823401,0,80.636353
1823501,0,78.909081
1823601,0,78.181816
1823701,0,76.363625
1823801,0,75.181808
1823901,0,82.545441
1824001,0,80.727264
1824101,0,70.909088
1824201,0,76.181808
1824301,0,73.090897
1824401,0,77.272713
1824501,0,71.636353
1824601,0,73.181816
1824701,0,73.818169
1824801,0,82.999985
1824901,0,67.999992
1825001,0,69.454536
1825101,0,79.636360
1825201,0,69.999992
1825301,1,481.454193
1825401,0,78.545441
1825501,0,78.909081
1825601,0,75.181808
1825701,0,70.181816
1825801,0,76.090897
1825901,0,77.454536
1826001,0,81.090897
1826101,0,72.363625
1826201,0,67.909088
1826301,0,99.999969
1826401,0,74.545441
1826501,0,87.999969
1826601,0,75.090912
1826701,0,72.727264
1826801,0,76.454536
1826901,0,75.636345
1827001,0,76.090904
1827101,0,74.545441
1827201,0,76.999992
1827301,0,85.818169
1827401,0,73.999992
1827501,0,74.545441
1827601,0,74.909088
1827701,0,72.363625
1827801,0,69.181816
1827901,0,72.727264
1828001,0,76.909081
1828101,0,75.999992
1828201,0,77.909081
1828301,0,73.090897
1828401,0,74.818169
1828501,0,77.454536
1828601,0,86.727257
1828701,0,81.818169
1828801,0,72.363632
1828901,0,93.818146
1829001,0,75.727264
1829101,0,78.181808
1829201,0,75.999992
1829301,0,72.727264
1829401,0,85.818161
1829501,0,70.545448
1829601,0,76.818176
1829701,0,71.999992
1829801,0,85.909065
1829901,0,108.727242
1830001,0,77.454529
1830101,0,67.999992
1830201,0,79.727257
1830301,0,80.727264
1830401,0,73.999992
1830501,0,81.818169
1830601,0,90.363617
1830701,0,70.545448
1830801,0,82.090897
1830901,0,79.636353
1831001,0,77.181808
1831101,0,78.545441
1831201,0,77.818169
1831301,0,77.454536
1831401,0,76.545448
1831501,0,71.636360
1831601,0,77.636345
1831701,0,79.272713
1831801,0,78.727280
1831901,0,85.090889
1832001,0,80.272713
1832101,0,72.363625
1832201,0,93.272705
1832301,0,76.727257
1832401,0,83.727257
1832501,0,87.272705
1832601,0,78.363617
1832701,1,81.454811
1832801,0,78.818169
1832901,0,79.999985
1833001,0,100.363594
1833101,0,87.999977
1833201,0,92.818161
1833301,0,170.545425
1833401,0,80.727257
1833501,0,78.181808
1833601,0,86.181793
1833701,0,74.181816
1833801,0,76.909088
1833901,0,95.636330
1834001,0,84.909073
1834101,0,77.454536
1834201,0,71.545464
1834301,0,66.909088
1834401,0,76.090904
1834501,0,84.727257
1834601,0,75.090897
1834701,0,75.999992
1834801,0,74.999992
1834901,0,77.818169
1835001,0,84.909065
1835101,0,87.272705
1835201,0,77.090897
1835301,0,73.090897
1835401,0,84.545441
1835501,0,74.181808
1835601,0,76.727272
1835701,0,73.818169
1835801,0,77.545456
1835901,0,80.363625
1836001,0,98.545441
1836101,0,80.363640
1836201,0,75.272713
1836301,0,79.999977
1836401,0,85.272713
1836501,0,79.272713
1836601,0,78.818169
1836701,0,81.454529
1836801,0,93.818169
1836901,0,80.363617
1837001,0,72.000000
1837101,0,74.909081
1837201,0,80.090889
1837301,0,71.272713
1837401,0,80.000000
1837501,0,74.181808
1837601,0,101.181786
1837701,0,75.272713
1837801,0,107.363617
1837901,0,83.636337
1838001,0,84.727257
1838101,0,100.727242
1838201,0,79.181808
1838301,0,78.181808
1838401,0,75.454552
1838501,0,78.909073
1838601,0,76.363625
1838701,0,77.454529
1838801,0,75.181816
1838901,0,71.636360
1839001,0,76.999992
1839101,0,80.727257
1839201,0,74.272720
1839301,0,71.999992
1839401,0,75.454536
1839501,0,77.818169
1839601,0,70.545448
1839701,0,70.545448
1839801,0,76.545448
1839901,0,73.090904
1840001,0,110.272682
1840101,0,80.363617
1840201,0,85.181801
1840301,0,71.999992
1840401,0,82.545441
1840501,0,70.909088
1840601,0,72.999992
1840701,0,70.909088
1840801,0,77.545441
1840901,0,77.818169
1841001,0,75.999992
1841101,0,71.999992
1841201,0,79.999992
1841301,0,81.454521
1841401,0,75.909088
1841501,0,79.636345
1841601,0,82.545433
1841701,0,73.818169
1841801,0,74.090897
1841901,0,78.909073
1842001,0,82.090897
1842101,0,75.636353
1842201,0,75.090897
1842301,0,77.454529
1842401,0,83.818169
1842501,0,79.999992
1842601,0,70.727264
1842701,0,79.636345
1842801,0,74.454536
1842901,0,79.999985
1843001,0,71.363632
1843101,0,74.909081
1843201,0,74.636353
1843301,0,78.181801
1843401,0,84.999985
1843501,0,77.454536
1843601,0,71.000000
1843701,0,69.818169
1843801,0,69.636360
1843901,0,70.909088
1844001,0,76.272713
1844101,0,79.999992
1844201,0,82.545441
1844301,0,71.636353
1844401,0,82.090889
1844501,0,72.727264
1844601,0,76.454536
1844701,0,77.090897
1844801,0,77.454536
1844901,0,84.363617
1845001,0,78.818169
1845101,0,71.999985
1845201,0,96.999977
1845301,0,77.454536
1845401,0,86.727264
1845501,0,76.363625
1845601,0,103.909058
1845701,0,74.545441
1845801,0,72.272713
1845901,0,71.636353
1846001,0,75.818169
1846101,0,89.090889
1846201,0,76.545441
1846301,0,77.090904
1846401,0,70.090904
1846501,0,77.818169
1846601,0,82.454529
1846701,0,74.181808
1846801,0,88.090889
1846901,0,75.636353
1847001,0,75.818169
1847101,0,78.181808
1847201,0,75.363625
1847301,0,72.727264
1847401,0,74.454536
1847501,0,78.909081
1847601,0,74.454536
1847701,0,77.454529
1847801,0,77.272720
1847901,0,103.999954
1848001,0,74.545464
1848101,0,80.727264
1848201,0,75.636375
1848301,0,71.272713
1848401,0,74.090897
1848501,0,74.181816
1848601,0,75.636360
1848701,0,81.454529
1848801,0,74.545441
1848901,0,76.363625
1849001,0,84.454521
1849101,0,79.272705
1849201,0,78.818169
1849301,0,67.272743
1849401,0,88.636345
1849501,0,93.090889
1849601,0,76.727264
1849701,0,71.999992
1849801,0,72.090904
1849901,0,80.727264
1850001,0,76.454544
1850101,0,78.909065
1850201,0,75.454536
1850301,0,71.636360
1850401,0,77.272713
1850501,0,79.636345
1850601,0,74.999992
1850701,0,74.545441
1850801,0,75.545441
1850901,0,78.909073
1851001,0,78.545441
1851101,0,73.818176
1851201,0,93.363617
1851301,0,103.999969
1851401,0,76.636360
1851501,0,107.636322
1851601,0,83.545441
1851701,0,77.818169
1851801,0,79.545441
1851901,0,69.818176
1852001,0,77.636353
1852101,0,77.818169
1852201,0,75.181816
1852301,0,85.454521
1852401,0,79.545441
1852501,0,77.090897
1852601,0,97.818161
1852701,0,74.909073
1852801,0,84.090889
1852901,0,71.636353
1853001,0,93.181793
1853101,0,78.545433
1853201,1,807.363098
1853301,1,70.545876
1853401,0,73.272713
1853501,0,88.727249
1853601,0,81.181808
1853701,0,71.636353
1853801,0,77.818169
1853901,0,79.999992
1854001,0,84.090889
1854101,0,87.999977
1854201,0,99.999969
1854301,0,77.090897
1854401,0,86.545441
1854501,0,72.727264
1854601,0,105.999969
1854701,0,66.909088
1854801,0,77.727272
1854901,0,79.999985
1855001,0,85.272713
1855101,0,78.181816
1855201,0,70.818176
1855301,0,76.363625
1855401,0,71.909081
1855501,0,78.181808
1855601,0,78.363617
1855701,0,82.181801
1855801,0,117.818138
1855901,0,70.909081
1856001,0,96.545418
1856101,0,79.272713
1856201,0,74.999992
1856301,0,70.545441
1856401,0,70.181816
1856501,0,78.545441
1856601,0,68.909081
1856701,0,71.999992
1856801,0,76.909073
1856901,0,72.363632
1857001,0,71.363640
1857101,0,78.545433
1857201,0,85.181801
1857301,0,76.363625
1857401,0,76.363625
1857501,0,71.999992
1857601,0,83.727257
1857701,0,73.454529
1857801,0,72.363632
1857901,0,71.999992
1858001,0,71.727264
1858101,0,76.727264
1858201,0,74.272728
1858301,0,72.727264
1858401,0,82.636345
1858501,0,70.545448
1858601,0,79.090889
1858701,0,73.454536
1858801,0,84.999969
1858901,0,105.090866
1859001,0,78.454536
1859101,0,87.272713
1859201,0,80.090889
1859301,0,88.363617
1859401,0,77.181808
1859501,0,73.818176
1859601,0,76.090897
1859701,0,77.090912
1859801,1,2708.906982
1859901,0,82.545441
1860001,0,86.363625
1860101,0,78.181808
1860201,0,75.090904
1860301,0,76.363617
1860401,0,71.636360
1860501,0,92.363609
1860601,0,79.272713
1860701,0,69.818169
1860801,0,77.090889
1860901,0,81.818169
1861001,0,78.909081
1861101,0,74.181808
1861201,0,102.636345
1861301,0,75.999992
1861401,0,91.545425
1861501,0,76.363625
1861601,0,75.727264
1861701,0,77.454536
1861801,0,83.454521
1861901,0,78.545441
1862001,0,83.454529
1862101,0,73.090889
1862201,0,76.090889
1862301,0,60.363636
1862401,0,78.181816
1862501,0,70.545441
1862601,0,69.272720
1862701,0,72.363625
1862801,0,72.818176
1862901,0,71.999992
1863001,0,80.272713
1863101,0,81.090889
1863201,0,72.454536
1863301,0,72.727264
1863401,0,76.090897
1863501,0,78.909088
1863601,0,74.272720
1863701,0,69.090904
1863801,0,76.363625
1863901,0,82.181793
1864001,0,68.909088
1864101,0,66.909088
1864201,0,79.999985
1864301,0,81.454536
1864401,0,75.181808
1864501,0,100.727242
1864601,0,76.363625
1864701,0,79.999985
1864801,0,77.999992
1864901,0,110.181770
1865001,0,94.727242
1865101,0,73.818169
1865201,0,75.272720
1865301,0,78.545441
1865401,0,75.454552
1865501,0,73.454536
1865601,0,77.545441
1865701,1,719.999512
1865801,0,78.181801
1865901,0,72.363625
1866001,0,56.363636
1866101,0,80.727272
1866201,0,75.090897
1866301,0,70.181808
1866401,0,75.090897
1866501,0,83.636345
1866601,0,72.636353
1866701,0,73.818176
1866801,0,82.454529
1866901,0,71.999992
1867001,0,72.545448
1867101,0,73.818169
1867201,0,71.454544
1867301,0,69.090897
1867401,0,101.181786
1867501,0,79.999985
1867601,0,76.909088
1867701,0,74.909081
1867801,0,80.636353
1867901,0,73.454536
1868001,0,95.818161
1868101,0,86.545433
1868201,0,103.272705
1868301,0,98.545410
1868401,0,95.545441
1868501,0,74.181808
1868601,0,80.181801
1868701,0,79.272713
1868801,0,86.999992
1868901,0,73.818169
1869001,0,78.999992
1869101,0,78.909073
1869201,0,56.636368
1869301,0,90.181793
1869401,0,80.181816
1869501,1,78.545692
1869601,0,76.090897
1869701,0,69.818169
1869801,0,81.363632
1869901,0,69.090904
1870001,0,78.818169
1870101,0,73.090897
1870201,0,77.090904
1870301,0,66.181816
1870401,0,74.999992
1870501,0,78.909081
1870601,0,78.454536
1870701,0,77.090897
1870801,0,74.909088
1870901,0,76.363640
1871001,0,82.818169
1871101,0,79.272713
1871201,0,84.272713
1871301,0,74.909081
1871401,0,84.181808
1871501,0,77.454521
1871601,0,76.636353
1871701,0,62.545456
1871801,0,79.181808
1871901,0,72.727264
1872001,0,128.363586
1872101,0,80.363617
1872201,0,112.909058
1872301,0,167.272705
1872401,0,80.909073
1872501,0,68.727264
1872601,0,75.727264
1872701,0,78.909073
1872801,0,97.363625
1872901,0,80.727257
1873001,0,68.636360
1873101,0,72.363625
1873201,0,75.272713
1873301,0,78.181801
1873401,0,68.727264
1873501,0,88.363617
1873601,0,94.454536
1873701,0,88.363617
1873801,0,102.181793
1873901,0,78.545448
1874001,0,97.909081
1874101,0,76.727264
1874201,0,109.454514
1874301,0,145.818161
1874401,0,111.363617
1874501,0,79.636360
1874601,0,92.181793
1874701,0,78.545441
1874801,0,101.636353
1874901,0,75.636353
1875001,0,78.363632
1875101,0,76.727264
1875201,0,75.545441
1875301,0,74.545441
1875401,0,99.727249
1875501,0,78.181808
1875601,0,93.636353
1875701,0,170.545425
1875801,0,92.090904
1875901,0,68.727264
1876001,0,73.818169
1876101,0,80.727257
1876201,0,94.363625
1876301,0,79.272713
1876401,0,80.181801
1876501,0,68.363632
1876601,0,81.909088
1876701,0,79.999977
1876801,0,74.818192
1876901,0,77.454536
1877001,0,78.363625
1877101,0,78.181808
1877201,0,68.545448
1877301,0,75.272713
1877401,0,91.818153
1877501,0,75.636353
1877601,0,76.545441
1877701,0,77.818169
1877801,0,114.090866
1877901,0,81.818169
1878001,0,74.999992
1878101,0,81.090889
1878201,0,74.818169
1878301,0,71.999992
1878401,0,83.454529
1878501,0,83.272705
1878601,0,74.999992
1878701,0,76.727264
1878801,0,74.727264
1878901,0,73.818169
1879001,0,71.090912
1879101,0,77.090897
1879201,0,76.909088
1879301,0,67.272720
1879401,0,75.999992
1879501,0,66.545448
1879601,0,77.909088
1879701,0,71.272713
1879801,0,70.909088
1879901,0,82.545433
1880001,0,84.636360
1880101,0,79.636345
1880201,0,91.363617
1880301,0,70.909088
1880401,0,129.454498
1880501,0,82.909073
1880601,0,97.636353
1880701,0,73.818176
1880801,0,110.727249
1880901,0,77.818169
1881001,0,81.727257
1881101,0,79.999985
1881201,0,79.999985
1881301,0,75.272713
1881401,0,102.363617
1881501,0,77.454536
1881601,0,78.090897
1881701,0,82.545441
1881801,0,95.909088
1881901,0,80.363625
1882001,0,76.181808
1882101,0,79.272713
1882201,0,83.727249
1882301,0,78.181816
1882401,0,75.818184
1882501,0,78.545441
1882601,0,72.545456
1882701,0,70.909081
1882801,0,76.181808
1882901,0,71.636353
1883001,0,94.090897
1883101,0,82.181816
1883201,0,94.727264
1883301,0,77.818169
1883401,0,92.909088
1883501,0,72.727264
1883601,0,103.636345
1883701,0,77.454536
1883801,0,98.272713
1883901,0,91.272697
1884001,0,95.636345
1884101,0,79.272713
1884201,0,100.909081
1884301,0,89.090889
1884401,0,98.181793
1884501,0,82.909081
1884601,0,104.090874
1884701,0,77.454536
1884801,0,117.636330
1884901,0,113.454498
1885001,0,106.272697
1885101,0,78.545441
1885201,0,95.272705
1885301,0,79.272705
1885401,0,95.909065
1885501,0,76.727264
1885601,0,78.272713
1885701,0,82.181793
1885801,0,114.909065
1885901,0,80.363625
1886001,0,98.454521
1886101,0,79.636345
1886201,0,76.363625
1886301,0,79.272713
1886401,0,119.999977
1886501,0,85.818169
1886601,0,101.090889
1886701,0,167.636337
1886801,0,95.181808
1886901,0,168.363602
1887001,0,133.090851
1887101,0,169.454514
1887201,0,164.818161
1887301,0,167.999985
1887401,0,99.999977
1887501,0,75.999992
1887601,0,93.090881
1887701,0,67.999992
1887801,0,83.272713
1887901,0,75.999992
1888001,0,92.636360
1888101,0,81.454529
1888201,0,69.090904
1888301,0,99.272697
1888401,0,102.454514
1888501,0,77.818176
1888601,0,102.272713
1888701,0,126.545441
1888801,0,78.181801
1888901,0,71.636353
1889001,0,88.363632
1889101,0,83.636337
1889201,0,96.454514
1889301,0,86.909065
1889401,0,75.181808
1889501,0,78.909081
1889601,0,97.545441
1889701,0,87.636345
1889801,0,94.272713
1889901,0,140.363632
1890001,0,78.636345
1890101,0,66.181816
1890201,0,96.454536
1890301,0,78.545441
1890401,0,80.181816
1890501,0,94.545418
1890601,0,107.181793
1890701,0,76.363625
1890801,0,97.818184
1890901,0,77.818169
1891001,0,87.090897
1891101,0,170.181793
1891201,0,77.090889
1891301,0,158.909042
1891401,0,98.363617
1891501,0,73.818169
1891601,0,76.454536
1891701,0,84.363617
1891801,0,129.272690
1891901,0,77.090897
1892001,0,72.727264
1892101,0,77.090897
1892201,0,95.545433
1892301,0,81.090889
1892401,0,94.909081
1892501,0,87.636353
1892601,0,95.363625
1892701,0,74.545448
1892801,0,92.909073
1892901,0,82.909065
1893001,0,95.272713
1893101,0,81.454544
1893201,0,113.999977
1893301,0,79.999977
1893401,0,97.272705
1893501,0,81.454521
1893601,0,93.636353
1893701,0,79.272713
1893801,0,106.363617
1893901,0,78.545441
1894001,0,93.181808
1894101,0,86.909065
1894201,0,74.454536
1894301,0,74.909073
1894401,0,92.818169
1894501,0,173.454514
1894601,0,97.181808
1894701,0,169.818161
1894801,0,94.090897
1894901,1,198.181778
1895001,0,95.727264
1895101,0,89.454521
1895201,0,113.363594
1895301,0,77.818169
1895401,0,112.363617
1895501,0,80.727257
1895601,0,81.545448
1895701,0,79.999992
1895801,0,115.818146
1895901,0,76.363632
1896001,0,81.909081
1896101,0,77.454536
1896201,0,80.090897
1896301,0,84.363617
1896401,0,93.090904
1896501,0,81.818169
1896601,0,84.727257
1896701,0,66.909088
1896801,0,96.999977
1896901,0,81.090889
1897001,0,95.909065
1897101,0,79.272713
1897201,0,120.818161
1897301,0,75.636353
1897401,0,75.181808
1897501,0,78.909081
1897601,0,98.818169
1897701,0,81.090889
1897801,0,96.181793
1897901,0,82.545441
1898001,0,95.454536
1898101,0,65.090904
1898201,0,104.545433
1898301,0,81.090897
1898401,0,84.090897
1898501,0,79.636353
1898601,0,74.272720
1898701,0,73.818169
1898801,0,86.545441
1898901,0,78.545441
1899001,0,75.999992
1899101,0,69.090897
1899201,0,78.181808
1899301,0,82.909073
1899401,0,75.272720
1899501,0,71.999992
1899601,0,84.272713
1899701,0,80.727257
1899801,0,79.363617
1899901,0,106.181786
1900001,0,93.636330
1900101,0,80.363625
1900201,0,80.090897
1900301,0,75.999992
1900401,0,84.090889
1900501,0,81.818169
1900601,0,77.090897
1900701,0,74.181808
1900801,0,74.272713
1900901,0,93.090889
1901001,0,76.181808
1901101,0,79.636345
1901201,0,75.454536
1901301,0,85.454521
1901401,0,76.636360
1901501,0,88.363609
1901601,0,78.181816
1901701,0,69.818184
1901801,0,76.454529
1901901,0,77.818169
1902001,0,78.727257
1902101,0,74.909088
1902201,0,74.999992
1902301,0,72.363632
1902401,0,86.999977
1902501,0,75.999985
1902601,0,98.909058
1902701,0,74.909088
1902801,0,82.727264
1902901,0,72.727264
1903001,0,79.636353
1903101,0,73.818169
1903201,0,58.000004
1903301,0,74.545441
1903401,0,74.545441
1903501,0,76.363647
1903601,0,75.545441
1903701,0,78.909073
1903801,0,73.909088
1903901,0,77.818169
1904001,0,77.999992
1904101,0,71.272720
1904201,0,86.727257
1904301,0,95.272697
1904401,0,78.727264
1904501,0,83.636353
1904601,0,76.999992
1904701,0,74.545441
1904801,0,83.545441
1904901,0,70.181808
1905001,0,85.272713
1905101,0,77.454529
1905201,0,76.545456
1905301,0,79.999985
1905401,0,86.545433
1905501,0,81.090897
1905601,0,71.636353
1905701,0,72.727257
1905801,0,75.363625
1905901,0,79.272713
1906001,0,75.818176
1906101,0,95.272705
1906201,0,75.909088
1906301,0,81.818169
1906401,0,74.181808
1906501,1,92.727486
1906601,0,98.636345
1906701,0,71.272713
1906801,0,76.545448
1906901,0,76.727264
1907001,0,77.545441
1907101,0,86.181793
1907201,0,89.636345
1907301,0,77.454536
1907401,0,84.090912
1907501,0,73.090904
1907601,0,76.363632
1907701,0,80.727257
1907801,1,2806.816162
1907901,0,72.727264
1908001,0,75.909081
1908101,0,73.090897
1908201,0,79.272713
1908301,0,79.999985
1908401,0,75.545441
1908501,0,78.545433
1908601,0,78.363632
1908701,0,69.454536
1908801,0,76.090897
1908901,0,86.909065
1909001,0,92.999985
1909101,0,74.909081
1909201,0,89.363632
1909301,0,81.090897
1909401,0,85.818161
1909501,0,62.545448
1909601,0,85.363617
1909701,0,81.818169
1909801,0,84.363617
1909901,0,79.636353
1910001,0,77.999992
1910101,0,78.181801
1910201,0,73.636353
1910301,0,77.818169
1910401,0,91.363617
1910501,1,167.272644
1910601,0,76.636353
1910701,0,70.909081
1910801,0,75.999992
1910901,1,68.000214
1911001,0,79.272713
1911101,0,68.363640
1911201,0,75.727264
1911301,0,81.818169
1911401,0,77.363632
1911501,0,80.727257
1911601,0,75.636353
1911701,0,79.272713
1911801,0,80.545441
1911901,0,80.727249
1912001,0,86.181801
1912101,0,77.454529
1912201,0,77.090897
1912301,0,73.454536
1912401,0,71.090904
1912501,0,78.181801
1912601,0,83.181801
1912701,0,71.272720
1912801,0,75.818176
1912901,0,73.818169
1913001,0,88.272713
1913101,0,72.727264
1913201,0,85.636353
1913301,0,78.545441
1913401,0,81.727264
1913501,0,78.909081
1913601,0,83.909088
1913701,0,77.090897
1913801,0,68.272728
1913901,0,78.545441
1914001,0,78.363617
1914101,0,83.272713
1914201,0,86.909073
1914301,0,79.272713
1914401,0,77.727264
1914501,0,77.454529
1914601,0,77.636353
1914701,0,70.909081
1914801,0,80.181801
1914901,0,75.999992
1915001,0,76.636353
1915101,0,71.999992
1915201,0,74.999992
1915301,0,69.454536
1915401,0,80.818169
1915501,0,80.363625
1915601,0,85.090889
1915701,0,72.363625
1915801,0,84.545441
1915901,0,70.181808
1916001,0,77.727264
1916101,0,82.181801
1916201,0,77.545441
1916301,0,79.999985
1916401,0,78.454536
1916501,0,75.636345
1916601,0,78.636353
1916701,0,74.181808
1916801,0,78.727264
1916901,0,79.272713
1917001,0,78.272713
1917101,0,82.545441
1917201,0,83.181816
1917301,0,68.727264
1917401,0,76.272720
1917501,0,79.272713
1917601,0,76.636353
1917701,0,72.727264
1917801,0,72.363632
1917901,0,69.090904
1918001,0,83.727264
1918101,1,556.363220
1918201,0,76.090897
1918301,0,101.454521
1918401,0,74.999992
1918501,0,72.363632
1918601,0,88.363625
1918701,0,73.818169
1918801,0,77.454544
1918901,0,70.909081
1919001,0,77.272720
1919101,0,71.999992
1919201,0,79.090904
1919301,0,75.999992
1919401,0,78.636360
1919501,0,71.272713
1919601,0,84.636345
1919701,0,69.454536
1919801,1,1774.180420
1919901,0,70.909081
1920001,0,76.363625
1920101,0,71.272713
1920201,1,811.817627
1920301,0,72.727264
1920401,0,74.454536
1920501,0,81.454529
1920601,0,76.636353
1920701,0,79.636353
1920801,0,84.818169
1920901,0,77.454529
1921001,0,76.090897
1921101,0,73.818169
1921201,0,78.454536
1921301,0,75.272713
1921401,0,76.454536
1921501,0,77.090889
1921601,0,83.999992
1921701,0,80.000000
1921801,0,77.727264
1921901,0,78.909073
1922001,0,78.545448
1922101,0,77.090889
1922201,0,76.727264
1922301,0,71.636360
1922401,0,75.363625
1922501,0,77.090889
1922601,0,78.181808
1922701,0,75.999992
1922801,0,82.727264
1922901,0,69.454536
1923001,0,81.090897
1923101,0,72.727264
1923201,0,75.818184
1923301,0,73.454536
1923401,0,76.363625
1923501,0,74.909073
1923601,0,76.454536
1923701,0,78.181801
1923801,0,76.636353
1923901,0,69.818169
1924001,0,79.999992
1924101,0,64.000000
1924201,0,83.272713
1924301,0,81.818169
1924401,0,77.727264
1924501,0,95.272697
1924601,0,89.090897
1924701,0,79.272713
1924801,0,79.727264
1924901,0,66.909088
1925001,0,88.727257
1925101,0,75.636353
1925201,0,89.454529
1925301,0,77.818169
1925401,0,90.636345
1925501,0,74.909073
1925601,0,80.181816
1925701,0,80.727257
1925801,0,77.727264
1925901,0,76.727264
1926001,0,89.363617
1926101,0,69.818176
1926201,0,84.545441
1926301,0,79.636345
1926401,0,72.636360
1926501,0,75.636345
1926601,0,110.545410
1926701,0,60.363632
1926801,0,82.909073
1926901,0,80.727257
1927001,0,87.545441
1927101,0,80.727264
1927201,0,78.363640
1927301,0,104.727226
1927401,0,106.454514
1927501,0,70.545441
1927601,0,75.636353
1927701,0,71.636360
1927801,0,77.818169
1927901,0,73.090897
1928001,0,77.818169
1928101,0,79.272713
1928201,0,76.727257
1928301,0,79.999985
1928401,0,81.545441
1928501,0,81.818169
1928601,0,76.636360
1928701,0,72.363640
1928801,0,79.909081
1928901,0,80.363625
1929001,0,84.090889
1929101,0,77.454544
1929201,0,76.090897
1929301,0,78.545441
1929401,0,78.454536
1929501,0,64.363640
1929601,0,76.545441
1929701,0,83.999992
1929801,0,79.090889
1929901,0,75.272713
1930001,0,75.090897
1930101,0,68.363632
1930201,0,76.272728
1930301,0,77.818169
1930401,0,79.090897
1930501,0,77.454536
1930601,0,73.090904
1930701,0,80.363617
1930801,0,77.272728
1930901,0,78.181808
1931001,0,81.909081
1931101,0,72.727264
1931201,0,83.090889
1931301,0,78.909073
1931401,0,78.727272
1931501,0,77.090897
1931601,0,90.636337
1931701,0,77.454536
1931801,0,85.999985
1931901,0,82.181801
1932001,0,75.181808
1932101,0,78.909081
1932201,0,76.272713
1932301,0,77.454536
1932401,0,83.818169
1932501,0,78.181808
1932601,0,75.545441
1932701,0,79.272713
1932801,0,69.818184
1932901,0,77.090912
1933001,0,76.999992
1933101,0,76.363617
1933201,0,105.545418
1933301,0,88.363617
1933401,0,77.545441
1933501,0,71.272720
1933601,0,83.999992
1933701,0,79.999992
1933801,0,87.363617
1933901,0,73.090897
1934001,0,84.454536
1934101,0,74.181808
1934201,0,80.636353
1934301,0,72.363625
1934401,0,87.545456
1934501,0,98.545410
1934601,0,85.181801
1934701,0,79.636353
1934801,0,83.545441
1934901,0,70.545441
1935001,0,87.363617
1935101,0,78.909073
1935201,0,79.363632
1935301,0,81.090889
1935401,0,79.181808
1935501,0,83.272713
1935601,0,76.909081
1935701,0,93.454514
1935801,0,89.454536
1935901,0,65.818176
1936001,0,74.818169
1936101,0,80.727257
1936201,0,67.272720
1936301,0,73.454536
1936401,0,76.272713
1936501,0,74.181808
1936601,0,74.727264
1936701,0,70.545441
1936801,0,75.090897
1936901,0,71.999992
1937001,0,80.545441
1937101,0,80.727264
1937201,1,901.635742
1937301,0,77.454536
1937401,0,85.090889
1937501,0,62.545456
1937601,0,73.727264
1937701,0,90.181793
1937801,0,82.636345
1937901,0,81.090889
1938001,0,83.181808
1938101,0,78.909081
1938201,0,57.363644
1938301,0,71.999992
1938401,0,75.909088
1938501,0,75.272720
1938601,0,82.181793
